"Time [sec]","ACC X","ACC Y","ACC Z","GYRO X","GYRO Y","GYRO Z","FSR"
"0.0","-10.24","1.96","1.26","0.79","0.19","0.36","1129.75"
"0.050048828","-9.92","1.10","1.29","0.31","0.22","0.45","1129.80"
"0.099975586","-9.41","2.04","0.82","0.22","0.24","0.57","1129.85"
"0.15002441","-9.06","1.65","1.73","0.55","0.24","0.57","1129.90"
"0.19995117","-10.20","4.39","0.35","0.55","0.21","0.60","1129.95"
"0.26000977","-10.28","8.28","-0.86","0.64","0.12","0.58","1130.01"
"0.3100586","-10.94","2.63","-2.28","1.80","0.02","0.01","1130.06"
"0.35998535","-9.45","5.57","-0.20","0.98","0.06","-0.21","1130.11"
"0.41003418","-9.45","6.32","0.16","1.22","-0.17","-0.51","1130.16"
"0.45996094","-8.32","5.33","-0.04","1.77","-0.34","-0.70","1130.21"
"0.52001953","-9.30","-0.59","1.37","2.04","-1.08","-1.88","1130.27"
"0.5699463","-9.10","-2.59","1.61","0.79","-1.56","-1.98","1130.32"
"0.6199951","-9.77","-1.14","0.43","-0.44","-1.66","-2.26","1130.37"
"0.67004395","-10.59","-1.06","1.14","-0.94","-1.52","-1.77","1130.42"
"0.7199707","-9.14","1.06","-0.71","-0.71","-0.48","-1.23","1130.47"
"0.7800293","-9.89","0.39","-0.24","0.28","0.39","-0.60","1130.53"
"0.82995605","-5.14","1.49","4.12","2.01","0.52","-0.59","1130.58"
"0.8800049","-12.16","-6.98","-1.06","3.47","-0.22","-0.79","1130.63"
"0.9300537","-20.01","6.67","-1.57","-3.02","-0.45","-0.02","1130.68"
"0.97998047","-4.47","4.12","4.63","0.07","-0.74","-1.41","1130.73"
"1.0400391","-14.87","-17.53","5.18","2.52","-1.38","0.39","1130.79"
"1.0899658","-9.73","-11.02","9.14","-0.32","-0.38","0.67","1130.84"
"1.1400146","-19.97","-7.02","10.00","0.06","-0.35","1.95","1130.89"
"1.1899414","-4.39","20.01","4.24","-3.03","-1.59","2.62","1130.94"
"1.2399902","-6.43","-4.12","3.06","-2.69","-3.86","-1.88","1130.99"
"1.3000488","-12.71","-4.98","5.33","-0.10","-5.29","-5.69","1131.05"
"1.3499756","-5.41","-10.28","-1.92","2.51","-6.09","-1.30","1131.10"
"1.4000244","-20.01","-1.10","-4.20","-2.02","-2.47","1.06","1131.15"
"1.4499512","-20.01","3.88","0.27","0.55","1.98","1.86","1131.20"
"1.5","-20.01","-20.01","20.01","5.62","10.65","4.63","1131.25"
"1.5600586","-20.01","-7.34","20.01","1.21","14.92","0.24","1131.31"
"1.6099854","-16.71","20.01","20.01","10.73","11.43","-2.00","1131.36"
"1.6600342","-3.80","-20.01","-16.59","6.10","4.10","-9.62","1131.41"
"1.7099609","-13.61","4.20","13.02","-11.32","-1.33","-1.81","1131.46"
"1.7600098","-10.36","12.16","7.57","-7.35","-1.38","-2.46","1131.51"
"1.8199463","-9.34","-3.57","2.59","-5.45","-2.31","-2.35","1131.57"
"1.8699951","3.22","10.20","8.47","-2.50","-1.22","-1.78","1131.62"
"1.920044","-6.24","0.78","3.61","1.01","-1.59","-1.27","1131.67"
"1.9699707","-6.47","-0.43","0.94","0.79","-1.29","-0.40","1131.72"
"2.0200195","-8.94","0.94","3.65","0.81","-1.73","0.52","1131.77"
"2.079956","-12.63","-3.22","3.45","-0.41","-2.63","0.95","1131.83"
"2.130005","-15.38","-0.31","6.00","-2.95","-3.27","0.25","1131.88"
"2.1800537","-16.48","0.94","6.04","-1.92","-3.73","-1.18","1131.93"
