"Time [sec]","ACC X","ACC Y","ACC Z","GYRO X","GYRO Y","GYRO Z","FSR"
"0.0","-10.59","1.14","-0.51","-0.01","0.04","0.06","1958.10"
"0.060058594","-10.32","1.41","-0.47","0.01","0.04","0.04","1958.16"
"0.10998535","-10.36","1.45","-0.59","-0.02","0.03","0.02","1958.21"
"0.16003418","-10.40","1.29","-0.39","0.04","0.02","-0.01","1958.26"
"0.21008301","-10.32","1.18","-0.31","0.04","0.01","-0.03","1958.31"
"0.27001953","-10.40","1.26","-0.35","0.01","0.00","-0.03","1958.37"
"0.32006836","-10.43","1.26","-0.27","0.08","0.00","-0.04","1958.42"
"0.36999512","-10.36","1.10","-0.20","0.05","-0.00","-0.05","1958.47"
"0.42004395","-10.40","1.10","-0.12","0.05","-0.01","-0.05","1958.52"
"0.4699707","-10.36","1.06","-0.20","0.04","-0.01","-0.06","1958.57"
"0.5300293","-10.32","1.10","-0.08","-0.03","-0.03","-0.06","1958.63"
"0.5800781","-10.43","0.04","-0.08","-0.24","-0.07","-0.04","1958.68"
"0.6300049","-10.40","1.80","-0.27","-0.38","-0.07","-0.02","1958.73"
"0.6800537","-10.40","0.82","-0.08","-0.01","-0.09","-0.09","1958.78"
"0.72998047","-10.40","1.33","-0.20","-0.16","-0.13","-0.11","1958.83"
"0.79003906","-10.28","1.26","-0.20","-0.08","-0.21","-0.21","1958.89"
"0.8399658","-10.36","1.10","-0.04","-0.10","-0.31","-0.32","1958.94"
"0.89001465","-10.47","0.51","0.16","-0.11","-0.42","-0.41","1958.99"
"0.9400635","-10.47","0.31","0.39","-0.20","-0.50","-0.44","1959.04"
"0.98999023","-10.59","0.00","1.14","-0.42","-0.55","-0.48","1959.09"
"1.0500488","-10.71","0.08","2.12","-0.60","-0.66","-0.47","1959.15"
"1.0999756","-10.40","-0.59","2.63","-0.87","-0.67","-0.58","1959.20"
"1.1500244","-10.24","-1.37","1.02","-1.52","-0.47","-0.42","1959.25"
"1.2000732","-10.51","4.55","1.10","-0.67","-0.04","-0.29","1959.30"
"1.25","-10.00","0.59","2.43","1.88","0.42","-0.24","1959.35"
"1.3100586","-9.41","-2.16","2.75","1.15","0.55","-0.07","1959.41"
"1.3599854","-9.26","-2.59","2.98","0.11","0.34","0.02","1959.46"
"1.4100342","-8.59","-3.49","2.75","-0.44","0.10","-0.21","1959.51"
"1.460083","-6.98","-4.67","3.65","-0.40","0.05","-0.55","1959.56"
"1.5100098","-6.83","8.83","4.71","0.32","0.36","-1.37","1959.61"
"1.5700684","-12.04","1.84","2.39","-0.71","-0.05","-0.77","1959.67"
"1.6199951","-9.85","-2.90","0.75","0.60","-0.13","-0.85","1959.72"
"1.670044","-9.38","-3.06","0.82","0.11","-0.23","-0.98","1959.77"
"1.7199707","-8.98","-6.35","1.37","0.32","-0.61","-0.87","1959.82"
"1.7700195","-8.12","-4.98","3.57","0.34","-0.37","-0.62","1959.87"
"1.8300781","-11.57","-6.35","3.33","0.32","-0.30","-0.08","1959.93"
"1.8800049","-17.53","-2.98","6.00","0.17","-0.28","0.24","1959.98"
"1.9300537","-11.06","5.22","2.20","0.47","-0.22","0.27","1960.03"
"1.9799805","-6.00","-3.06","-6.24","0.75","-1.07","0.55","1960.08"
"2.0300293","-7.61","5.53","-0.90","-2.83","-2.67","-0.81","1960.13"
"2.0899658","-15.42","4.79","-6.32","1.59","-2.33","-1.76","1960.19"
"2.1400146","-20.01","1.26","-4.55","4.03","-1.11","0.53","1960.24"
"2.1900635","-20.01","-17.30","-3.84","0.77","2.64","1.88","1960.29"
"2.2399902","-20.01","2.55","2.71","0.38","6.47","2.07","1960.34"
"2.290039","-20.01","-20.01","16.63","5.07","9.40","1.75","1960.39"
"2.3399658","-20.01","20.01","5.57","-1.75","8.32","2.37","1960.44"
"2.4000244","-20.04","18.79","5.10","-4.52","5.88","2.28","1960.50"
"2.4500732","-13.26","-20.01","8.16","-1.79","2.43","-1.94","1960.55"
"2.5","-6.20","4.28","11.34","-8.03","2.53","-0.10","1960.60"
"2.5500488","-2.98","-14.71","7.37","-0.92","1.36","-0.33","1960.65"
"2.5999756","-2.82","-0.43","4.94","-2.80","1.51","-1.44","1960.70"
"2.6600342","-3.57","-1.33","4.59","-0.03","0.41","-2.56","1960.76"
"2.710083","-10.90","-0.27","1.65","-0.31","-0.76","-4.23","1960.81"
"2.7600098","-13.85","3.18","-0.47","-0.62","-1.33","-4.38","1960.86"
"2.8100586","-14.28","1.69","0.51","0.11","-1.32","-4.23","1960.91"
"2.869995","-12.94","-1.77","1.18","0.77","-1.13","-3.58","1960.97"
