"Time [sec]","ACC X","ACC Y","ACC Z","GYRO X","GYRO Y","GYRO Z","FSR"
"0.0","-10.40","-0.98","-0.04","0.01","0.06","0.01","1259.69"
"0.050048828","-10.36","-0.94","-0.16","0.02","0.06","0.02","1259.74"
"0.11010742","-10.43","-0.98","-0.04","0.01","0.06","0.02","1259.80"
"0.16003418","-10.36","-1.02","-0.08","0.01","0.05","0.02","1259.85"
"0.21008301","-10.40","-1.02","-0.20","0.01","0.05","0.02","1259.90"
"0.26000977","-10.36","-0.86","-0.04","0.01","0.05","0.01","1259.95"
"0.32006836","-10.32","-0.90","-0.12","0.01","0.05","0.00","1260.01"
"0.3701172","-10.40","-0.94","-0.12","0.00","0.05","0.01","1260.06"
"0.42004395","-10.36","-0.94","-0.04","0.00","0.05","0.01","1260.11"
"0.47009277","-10.32","-0.94","-0.08","0.01","0.05","0.01","1260.16"
"0.52001953","-10.43","-0.94","-0.12","0.01","0.05","0.01","1260.21"
"0.5800781","-10.43","-0.90","-0.08","0.02","0.06","0.01","1260.27"
"0.6300049","-10.36","-0.94","-0.16","0.01","0.05","0.01","1260.32"
"0.6800537","-10.36","-0.90","-0.08","0.00","0.05","0.02","1260.37"
"0.73010254","-10.36","-0.90","-0.16","0.01","0.05","0.01","1260.42"
"0.7800293","-10.40","-0.78","0.00","-0.01","0.05","0.01","1260.47"
"0.8400879","-10.24","-0.90","0.04","-0.03","0.04","0.00","1260.53"
"0.89001465","-10.24","-1.06","-0.20","-0.08","0.03","-0.01","1260.58"
"0.9400635","-10.43","-0.82","-0.35","-0.07","-0.01","-0.06","1260.63"
"0.9901123","-10.24","-1.41","0.43","-0.10","-0.02","-0.01","1260.68"
"1.0400391","-10.20","-1.06","-0.86","-0.25","-0.08","0.01","1260.73"
"1.1000977","-10.43","-0.24","0.00","-0.71","-0.11","-0.06","1260.79"
"1.1500244","-10.40","-1.14","0.67","0.08","-0.11","-0.02","1260.84"
"1.2000732","-10.43","-2.39","0.39","0.40","-0.09","0.05","1260.89"
"1.25","-10.20","-1.18","-0.24","0.54","-0.09","0.14","1260.94"
"1.3000488","-10.08","-0.59","-0.16","0.55","-0.16","0.13","1260.99"
"1.3601074","-9.85","0.20","-0.82","0.49","-0.28","0.11","1261.05"
"1.4100342","-9.26","4.35","-3.30","0.45","-0.58","-0.22","1261.10"
"1.460083","-10.63","6.67","-3.88","0.55","-1.08","-0.95","1261.15"
"1.5100098","-14.98","-2.08","2.75","0.63","-1.31","-1.82","1261.20"
"1.5600586","-11.69","-0.43","3.61","0.79","-0.83","-1.88","1261.25"
"1.6201172","-10.20","0.31","2.00","0.36","0.24","-0.87","1261.31"
"1.670044","-7.61","-0.20","4.16","1.40","1.12","-0.34","1261.36"
"1.7200928","-6.79","-5.96","6.51","1.22","1.28","-0.45","1261.41"
"1.7700195","4.35","4.51","11.30","3.46","1.15","-1.72","1261.46"
"1.8200684","20.01","-16.63","20.01","5.04","-0.98","1.76","1261.51"
"1.8800049","-6.24","18.63","13.06","-1.18","1.23","-0.68","1261.57"
"1.9300537","-3.14","-20.01","14.55","2.18","-0.77","1.53","1261.62"
"1.9801025","-20.01","20.01","0.98","0.24","-1.07","1.35","1261.67"
"2.0300293","-14.87","-5.96","-3.22","-3.94","-3.60","3.64","1261.72"
"2.0800781","-20.01","10.79","4.31","-2.44","-6.48","-4.61","1261.77"
"2.1400146","-20.01","-4.79","-14.32","-2.17","-7.93","-3.54","1261.83"
"2.1900635","-20.01","7.85","-12.32","2.05","-2.45","-1.54","1261.88"
"2.2401123","-20.01","-20.01","19.53","4.29","10.25","8.03","1261.93"
"2.290039","-9.49","-20.01","20.01","-4.66","16.37","13.11","1261.98"
"2.340088","9.10","20.01","20.01","21.24","16.00","8.96","1262.03"
"2.4000244","-20.01","20.01","20.01","-10.11","3.52","-12.51","1262.09"
"2.4500732","-16.99","-17.85","19.97","-6.01","-3.12","-9.34","1262.14"
"2.5","-7.73","12.67","20.01","-3.22","-3.92","-6.00","1262.19"
"2.5500488","-3.26","-6.86","16.51","-0.83","-5.34","-3.29","1262.24"
"2.6000977","-13.49","-5.92","11.34","-3.29","-3.20","0.41","1262.29"
"2.6600342","20.01","20.01","20.01","-9.08","2.69","-1.19","1262.35"
"2.710083","-8.20","-15.85","19.46","3.85","0.52","-0.25","1262.40"
"2.7600098","-10.71","7.10","0.55","-2.91","-0.65","0.94","1262.45"
"2.8100586","-10.28","-0.63","-0.12","0.71","0.40","-0.54","1262.50"
"2.8601074","-10.40","-6.39","-2.67","0.73","0.49","0.48","1262.55"
"2.920044","-8.90","-1.06","-1.69","-1.32","0.66","0.52","1262.61"
"2.9700928","-12.28","5.30","-2.94","-0.34","0.57","0.05","1262.66"
"3.0200195","-14.24","1.65","-0.75","1.14","0.03","-0.11","1262.71"
