"Time [sec]","ACC X","ACC Y","ACC Z","GYRO X","GYRO Y","GYRO Z","FSR"
"0.0","-10.04","-4.20","0.71","-0.62","0.11","0.51","472.05"
"0.05001831","-10.67","2.71","0.16","-0.44","0.12","0.21","472.10"
"0.1000061","-10.12","-2.31","1.45","0.54","0.21","0.07","472.15"
"0.16000366","-10.32","-0.59","0.71","-0.28","0.20","0.22","472.21"
"0.21002197","-10.32","0.00","0.20","0.06","0.23","0.17","472.26"
"0.26000977","-10.47","-0.43","0.20","0.17","0.22","0.19","472.31"
"0.30999756","-10.59","0.75","-0.27","0.01","0.13","0.12","472.36"
"0.36001587","-11.06","3.84","-0.67","0.29","-0.10","-0.50","472.41"
"0.41000366","-11.02","-0.24","0.98","0.73","-0.11","-1.04","472.46"
"0.47000122","-9.81","-4.12","0.51","-0.00","-0.24","-1.05","472.52"
"0.52001953","-9.53","-2.31","1.06","-0.78","-0.56","-0.98","472.57"
"0.5700073","-9.18","-2.47","0.75","-0.85","-0.80","-0.65","472.62"
"0.62002563","-9.02","-0.75","0.78","-0.89","-0.63","-0.24","472.67"
"0.6800232","-10.08","-0.71","0.59","-0.11","-0.17","0.11","472.73"
"0.730011","-9.81","-3.22","0.71","0.74","0.07","-0.23","472.78"
"0.7799988","-7.81","-4.79","1.29","0.89","0.05","-0.89","472.83"
"0.8300171","-3.22","2.08","-2.43","0.06","-0.36","-1.29","472.88"
"0.8800049","-15.46","3.41","3.18","-0.71","-0.55","-0.88","472.93"
"0.9300232","-9.69","-9.69","1.33","-0.49","-0.68","-1.28","472.98"
"0.99002075","-10.16","-5.06","4.94","-0.12","-0.48","-0.92","473.04"
"1.0400085","-10.87","-14.47","5.45","0.44","-0.33","-0.23","473.09"
"1.0900269","-19.46","-10.55","6.51","0.47","-0.47","1.13","473.14"
"1.1400146","-8.04","20.01","4.04","1.72","-0.48","0.59","473.19"
"1.1900024","-7.02","-20.01","19.18","-2.50","-4.75","-3.61","473.24"
"1.25","-20.01","6.39","-1.77","-7.01","-6.66","-5.92","473.30"
"1.3000183","-20.01","20.01","-10.04","3.92","-1.30","-2.69","473.35"
"1.3500061","-20.01","-20.01","-5.30","2.33","6.12","3.34","473.40"
"1.4000244","-20.01","-0.12","20.01","5.08","15.02","14.55","473.45"
"1.460022","-20.01","-20.01","-19.89","8.94","16.18","5.39","473.51"
"1.5100098","-20.01","-20.01","12.59","-0.80","4.08","0.79","473.56"
"1.5599976","-19.73","13.14","14.40","-5.16","3.30","-0.16","473.61"
"1.6100159","-5.45","-7.10","10.24","-0.95","2.56","-0.10","473.66"
"1.6600037","-0.82","-1.77","11.57","-1.37","1.42","-0.14","473.71"
"1.7200012","-0.39","0.04","8.36","-1.43","-0.06","-0.97","473.77"
"1.7700195","-1.26","-1.53","5.10","0.40","-1.39","-2.16","473.82"
"1.8200073","-5.14","-3.30","3.88","0.11","-2.72","-2.56","473.87"
"1.8700256","-9.65","2.55","1.37","-0.02","-3.09","-2.55","473.92"
"1.9200134","-9.10","-7.22","4.90","1.38","-4.11","-3.10","473.97"
"1.9700012","-13.49","-3.69","5.61","-0.64","-5.00","-2.74","474.02"
"2.0299988","-15.65","-5.81","7.73","-0.80","-5.30","-2.76","474.08"
"2.080017","-14.87","-5.96","8.67","-0.53","-4.07","-1.79","474.13"
"2.130005","-13.02","-12.79","5.06","-3.33","-1.82","-1.03","474.18"
"2.1800232","-19.42","0.08","8.08","-3.95","-0.62","0.78","474.23"
"2.2400208","-20.01","3.53","-8.83","2.26","2.23","2.04","474.29"
"2.2900085","-19.53","-4.16","2.20","2.46","1.52","0.89","474.34"
"2.3400269","-4.31","3.06","-0.12","-1.20","1.04","0.16","474.39"
"2.3900146","-12.24","-6.16","1.26","1.50","0.81","0.28","474.44"
"2.4400024","-8.79","0.47","0.71","-0.63","0.63","0.44","474.49"
"2.4900208","-10.32","-1.96","-0.55","0.28","0.51","0.22","474.54"
"2.5500183","-10.24","-0.47","-0.04","-0.27","0.25","0.25","474.60"
"2.600006","-10.28","-2.51","-0.16","0.31","0.22","0.21","474.65"
"2.6500244","-10.28","0.75","-0.43","-0.13","0.12","0.25","474.70"
"2.7000122","-9.96","-1.06","0.16","0.19","0.03","0.00","474.75"
"2.75","-9.96","-1.53","0.24","-0.19","-0.06","0.07","474.80"
