"Time [sec]","ACC X","ACC Y","ACC Z","GYRO X","GYRO Y","GYRO Z","FSR"
"0.0","-9.45","-2.94","2.12","1.30","1.49","0.70","367.94"
"0.049987793","-8.43","-5.77","1.22","0.92","1.31","0.27","367.99"
"0.10998535","-4.67","-6.75","0.47","0.27","0.78","-0.56","368.05"
"0.16000366","-0.51","-6.16","-0.04","0.29","0.33","-1.17","368.10"
"0.20999146","-20.01","1.10","2.75","-1.11","-2.02","0.17","368.15"
"0.26000977","-1.29","0.59","2.71","-0.88","-0.79","-1.25","368.20"
"0.30999756","-8.28","-8.43","7.85","0.40","-0.88","-1.29","368.25"
"0.36999512","-10.71","-12.12","2.67","0.56","-0.46","-0.72","368.31"
"0.4199829","-17.02","-9.96","3.41","0.27","-0.54","0.21","368.36"
"0.47000122","-19.02","15.14","12.32","1.07","-0.57","-0.11","368.41"
"0.519989","-5.92","-3.14","-5.06","3.01","-1.87","-2.10","368.46"
"0.5700073","-20.01","-1.14","-2.35","-2.03","-4.15","-5.22","368.51"
"0.6300049","-20.01","20.01","-14.12","2.16","-1.05","-3.39","368.57"
"0.6799927","-20.01","-20.01","-9.81","1.37","2.07","2.14","368.62"
"0.730011","-19.10","12.63","8.71","-0.44","9.87","8.96","368.67"
"0.7799988","-20.01","-20.01","20.01","5.71","10.00","9.68","368.72"
"0.83999634","-20.01","20.01","20.01","-37.48","-28.49","-32.80","368.78"
"0.88998413","-17.73","-20.01","-10.94","0.03","1.97","-2.96","368.83"
"0.94000244","-14.16","20.01","10.59","-8.11","2.19","3.21","368.88"
"0.98999023","-5.65","-8.12","-2.08","1.76","1.48","1.05","368.93"
"1.0499878","-0.67","2.00","5.37","-2.25","0.74","1.11","368.99"
"1.1000061","-2.75","-2.35","2.94","0.02","-0.30","0.00","369.04"
"1.1499939","-1.33","-0.78","3.26","-0.51","-0.90","-0.61","369.09"
"1.2000122","-6.35","1.61","0.78","0.06","-1.38","-1.30","369.14"
"1.25","-10.51","1.10","0.63","0.72","-2.26","-3.01","369.19"
"1.2999878","-11.49","-2.79","1.53","0.18","-3.18","-4.48","369.24"
"1.3599854","-16.08","-0.39","1.14","0.31","-3.89","-4.80","369.30"
"1.4100037","-16.12","-7.49","5.57","0.30","-4.47","-4.97","369.35"
"1.4599915","-14.36","-5.61","4.08","-0.92","-4.39","-4.55","369.40"
"1.5100098","-17.22","-6.55","4.43","-0.72","-3.94","-3.51","369.45"
"1.5700073","-13.10","-11.57","3.10","-1.20","-2.33","-2.25","369.51"
"1.6199951","-20.01","-0.55","-1.92","-3.50","-0.45","0.14","369.56"
"1.6699829","-20.01","10.40","1.33","1.48","2.59","3.98","369.61"
"1.7200012","-17.61","-11.92","2.94","-2.36","0.81","1.01","369.66"
"1.769989","-9.45","1.45","-1.57","0.19","0.90","0.64","369.71"
"1.8200073","-9.57","-2.94","0.59","-0.23","0.72","0.63","369.76"
"1.8800049","-9.22","-2.39","0.82","-0.33","0.39","0.59","369.82"
"1.9299927","-10.32","-4.63","0.67","0.02","0.39","0.57","369.87"
"1.980011","-9.89","-1.49","-0.08","-0.48","0.32","0.58","369.92"
"2.0299988","-9.77","-0.78","0.20","-0.05","0.25","0.42","369.97"
"2.0799866","-9.57","-0.78","-0.16","0.02","0.15","0.40","370.02"
"2.1399841","-10.16","-1.37","-0.24","-0.15","0.02","0.09","370.08"
"2.1900024","-10.32","-3.10","-0.16","-0.39","-0.00","0.18","370.13"
"2.2399902","-10.67","-2.31","0.82","-0.42","-0.07","0.23","370.18"
"2.2900085","-10.16","-3.45","2.35","-0.03","0.03","0.46","370.23"
"2.350006","-9.92","-1.41","0.71","-0.17","0.23","0.66","370.29"
"2.399994","-10.16","1.57","-0.98","-0.05","0.23","0.60","370.34"
"2.4500122","-10.51","2.43","-2.16","0.03","0.08","0.18","370.39"
"2.5","-9.92","-0.82","-0.04","0.70","0.02","-0.05","370.44"
"2.5499878","-10.36","-2.12","-0.39","-0.11","-0.09","0.02","370.49"
"2.6099854","-10.63","1.45","-0.04","-0.45","-0.17","-0.03","370.55"
