"Time [sec]","ACC X","ACC Y","ACC Z","GYRO X","GYRO Y","GYRO Z","FSR"
"0.0","-10.00","1.29","2.35","-0.01","0.15","-0.17","1971.05"
"0.059936523","-10.40","-1.14","1.88","0.28","0.20","-0.06","1971.11"
"0.10998535","-10.98","1.57","0.78","-0.08","0.45","0.45","1971.16"
"0.15991211","-10.51","0.20","2.55","0.35","0.28","0.26","1971.21"
"0.20996094","-9.34","-3.53","3.92","-0.36","0.18","0.33","1971.26"
"0.26000977","-9.30","-0.31","1.02","-0.93","0.21","0.38","1971.31"
"0.3199463","-10.98","-0.24","1.06","0.40","0.29","0.26","1971.37"
"0.36999512","-9.73","-2.71","1.53","-0.27","0.11","0.31","1971.42"
"0.41992188","-10.04","2.12","0.86","-0.48","0.10","0.19","1971.47"
"0.4699707","-10.51","0.00","0.20","0.17","-0.07","-0.09","1971.52"
"0.51989746","-10.36","1.41","0.04","0.07","-0.28","-0.49","1971.57"
"0.57995605","-11.45","-1.49","0.04","0.17","-0.46","-0.77","1971.63"
"0.6300049","-11.89","0.24","1.29","0.63","-0.19","-0.90","1971.68"
"0.67993164","-10.47","-2.00","1.45","1.09","0.16","-0.63","1971.73"
"0.72998047","-10.55","-1.96","1.49","-0.00","0.48","-0.02","1971.78"
"0.7799072","-10.04","1.37","0.94","-0.49","0.75","0.43","1971.83"
"0.8399658","-10.00","-1.18","1.41","0.34","0.83","0.68","1971.89"
"0.8898926","-10.40","-1.10","1.33","-0.02","0.87","0.83","1971.94"
"0.9399414","-10.79","-0.59","0.90","-0.27","0.70","0.59","1971.99"
"0.98999023","-10.04","-0.20","1.10","0.65","0.56","0.27","1972.04"
"1.039917","-9.53","-2.35","1.26","0.58","0.33","-0.02","1972.09"
"1.0999756","-9.06","-1.65","1.53","0.08","0.17","-0.17","1972.15"
"1.1499023","-7.77","-3.37","1.80","0.03","-0.05","-0.37","1972.20"
"1.1999512","-8.00","-4.63","4.12","-0.46","-0.42","-0.72","1972.25"
"1.25","-11.69","3.18","2.31","-0.60","-0.31","-0.76","1972.30"
"1.2999268","-10.87","-2.04","0.71","0.06","-0.44","-1.14","1972.35"
"1.3499756","-10.12","-0.82","0.20","0.03","-0.30","-1.22","1972.40"
"1.4099121","-8.32","-6.35","0.98","0.35","-0.40","-1.06","1972.46"
"1.4599609","-11.61","-5.33","3.65","-0.03","-0.29","-0.54","1972.51"
"1.5100098","-13.53","-6.20","3.02","0.90","-0.28","-0.41","1972.56"
"1.5599365","-20.01","2.39","-0.67","0.03","-0.66","-0.22","1972.61"
"1.6199951","-10.04","11.57","-7.30","-0.30","-1.09","-0.85","1972.67"
"1.6699219","-12.04","4.47","-6.86","0.90","-1.50","-2.15","1972.72"
"1.7199707","-5.37","3.30","-3.22","3.79","0.21","-0.31","1972.77"
"1.7698975","-16.24","-14.79","-7.73","2.68","1.67","1.41","1972.82"
"1.8199463","-8.28","-4.28","5.57","-0.59","3.25","2.34","1972.87"
"1.8800049","-9.26","-14.28","20.01","1.75","1.57","0.95","1972.93"
"1.9299316","-10.90","-16.48","-5.49","-4.20","0.17","1.04","1972.98"
"1.9799805","-8.63","6.63","-12.98","-7.30","3.54","4.05","1973.03"
"2.0299072","-20.01","6.90","-12.36","8.13","6.46","7.63","1973.08"
"2.079956","-20.01","20.01","-13.49","-7.33","8.23","8.63","1973.13"
"2.130005","-8.98","-15.73","-8.20","1.28","1.50","-2.98","1973.18"
"2.1899414","-5.57","3.45","6.20","-6.64","1.36","-0.36","1973.24"
"2.2399902","4.12","-11.30","3.57","-1.22","1.04","-0.55","1973.29"
"2.289917","-2.31","0.82","3.80","-1.22","0.85","-1.40","1973.34"
"2.3399658","0.43","-5.92","3.45","0.12","-0.23","-2.58","1973.39"
"2.3999023","-7.26","6.20","0.12","-1.19","-0.37","-2.65","1973.45"
"2.4499512","-0.82","-0.82","4.35","0.35","-1.12","-2.33","1973.50"
"2.5","-11.53","0.12","7.57","-2.22","-1.47","-1.51","1973.55"
"2.5499268","-8.98","5.96","8.16","-1.18","-1.02","-1.29","1973.60"
"2.5999756","-17.26","-4.08","5.18","-0.22","-1.10","-1.57","1973.65"
"2.659912","-18.83","4.24","2.04","-0.63","-0.97","-1.42","1973.71"
"2.709961","-17.38","2.79","-1.77","0.12","-0.94","-1.87","1973.76"
"2.7600098","-16.16","5.30","-0.51","1.42","-0.96","-2.49","1973.81"
"2.8099365","-10.40","-0.75","-2.08","4.01","-0.44","-2.44","1973.86"
"2.8599854","-15.26","-0.86","-2.35","3.96","-0.37","-2.35","1973.91"
"2.909912","-8.04","-2.20","-2.39","3.98","0.04","-2.28","1973.96"
"2.9699707","-10.08","-8.79","-0.39","3.66","-0.15","-2.56","1974.02"
