"Time [sec]","ACC X","ACC Y","ACC Z","GYRO X","GYRO Y","GYRO Z","FSR"
"0.0","-10.20","-2.43","0.75","0.15","-0.34","-0.22","265.19"
"0.049987793","-12.20","-0.47","0.86","0.05","-0.22","-0.36","265.24"
"0.1000061","-10.12","-2.16","0.71","0.78","0.43","-0.82","265.29"
"0.16000366","-9.22","0.63","1.14","1.12","0.73","-0.97","265.35"
"0.20999146","-7.85","-4.35","2.86","1.46","0.55","-0.95","265.40"
"0.26000977","-9.22","-1.26","0.82","-0.22","0.23","-0.57","265.45"
"0.30999756","-8.43","-1.37","1.49","0.89","0.46","-0.70","265.50"
"0.35998535","-4.82","-6.59","2.20","0.14","-0.10","-1.02","265.55"
"0.4199829","-20.01","0.94","2.04","-0.62","-0.72","-0.04","265.61"
"0.47000122","-0.27","-5.18","2.75","-1.01","-0.38","-1.58","265.66"
"0.519989","-8.00","-6.98","2.00","-0.27","-0.59","-1.05","265.71"
"0.5700073","-9.89","-10.67","4.94","-0.40","-0.71","-0.61","265.76"
"0.6199951","-11.53","-14.55","5.69","0.01","-0.54","0.38","265.81"
"0.6799927","-20.01","-3.92","12.32","0.31","-0.59","2.01","265.87"
"0.730011","-3.53","20.01","-2.31","4.49","-0.49","0.59","265.92"
"0.7799988","-20.01","-12.16","15.77","0.81","-6.76","-8.10","265.97"
"0.8299866","-20.01","20.01","-3.45","-6.08","-6.27","-6.69","266.02"
"0.8800049","-20.01","7.61","-9.65","4.17","-2.86","-3.70","266.07"
"0.94000244","-20.01","-20.01","-7.53","1.63","3.75","2.50","266.13"
"0.98999023","-20.01","-18.99","13.06","4.23","10.00","10.00","266.18"
"1.0400085","-20.01","19.93","-1.69","3.37","10.00","9.73","266.23"
"1.1399841","-4.28","-20.01","19.77","-2.61","3.45","-2.20","266.33"
"1.2000122","0.94","8.43","20.01","0.66","2.29","1.58","266.39"
"1.25","-4.31","-8.59","17.81","-2.21","-0.66","-0.02","266.44"
"1.2999878","-7.53","0.82","6.51","-1.53","-2.14","-1.17","266.49"
