"Time [sec]","ACC X","ACC Y","ACC Z","GYRO X","GYRO Y","GYRO Z","FSR"
"0.0","-10.16","2.20","-0.59","-0.04","0.07","0.01","1034.74"
"0.050048828","-10.16","2.28","-0.63","-0.09","0.09","0.03","1034.79"
"0.10998535","-10.12","2.39","-0.75","-0.07","0.10","0.03","1034.85"
"0.16003418","-10.20","2.51","-1.02","-0.04","0.07","0.02","1034.90"
"0.20996094","-10.16","2.51","-0.86","0.05","0.08","-0.01","1034.95"
"0.26000977","-10.12","2.20","-0.78","0.11","0.06","-0.02","1035.00"
"0.3100586","-10.40","2.04","-0.78","0.07","0.07","-0.01","1035.05"
"0.36999512","-10.12","2.16","-0.75","0.04","0.07","-0.01","1035.11"
"0.42004395","-10.28","2.16","-0.98","-0.00","0.08","0.01","1035.16"
"0.4699707","-10.16","2.47","-1.06","-0.05","0.06","0.02","1035.21"
"0.52001953","-10.20","2.47","-0.94","0.00","0.06","0.01","1035.26"
"0.57006836","-10.24","2.20","-0.86","-0.01","0.05","-0.00","1035.31"
"0.6300049","-10.16","2.31","-0.78","-0.04","0.03","0.01","1035.37"
"0.6800537","-10.16","2.24","-0.82","-0.04","0.04","0.02","1035.42"
"0.72998047","-10.08","2.28","-0.82","-0.01","0.05","0.03","1035.47"
"0.7800293","-10.16","2.43","-0.78","-0.03","0.05","0.03","1035.52"
"0.82995605","-10.20","2.43","-0.90","0.01","0.05","0.02","1035.57"
"0.89001465","-10.16","2.43","-0.86","-0.02","0.04","0.01","1035.63"
"0.9400635","-10.08","2.31","-1.57","-0.12","-0.02","-0.00","1035.68"
"0.98999023","-10.20","4.08","-1.33","-0.18","-0.05","-0.09","1035.73"
"1.0400391","-10.51","2.86","-1.14","0.23","-0.18","-0.31","1035.78"
"1.0899658","-10.51","2.20","-0.51","0.19","-0.24","-0.46","1035.83"
"1.1500244","-10.00","1.80","0.04","0.15","-0.37","-0.68","1035.89"
"1.1999512","-9.92","1.14","0.75","0.52","-0.64","-1.11","1035.94"
"1.25","-10.04","-1.22","1.37","0.38","-0.92","-1.00","1035.99"
"1.3000488","-9.34","-1.14","2.24","-0.68","-0.98","-1.03","1036.04"
"1.3499756","-8.87","-1.49","3.30","-0.93","-1.08","-1.03","1036.09"
"1.4100342","-8.20","-1.29","3.37","-0.85","-1.16","-1.18","1036.15"
"1.4599609","-7.02","-2.20","4.43","0.04","-1.10","-1.48","1036.20"
"1.5100098","-6.75","-4.71","4.79","0.87","-0.86","-1.55","1036.25"
"1.5600586","-4.98","-4.31","1.84","0.81","-0.47","-1.10","1036.30"
"1.6099854","-7.65","4.24","-4.59","1.86","0.47","-0.16","1036.35"
"1.670044","-8.36","-0.67","-1.69","0.47","0.17","0.03","1036.41"
"1.7199707","-20.01","9.10","-0.82","0.28","-0.94","0.11","1036.46"
"1.7700195","-12.71","-19.65","8.08","1.42","-0.20","0.39","1036.51"
"1.8200684","-19.34","20.01","7.61","-1.05","0.22","1.11","1036.56"
"1.8699951","1.06","-14.44","-0.43","1.04","-2.84","2.07","1036.61"
"1.920044","-17.57","0.90","12.47","-0.35","-5.65","-5.15","1036.66"
"1.9799805","-16.24","-11.69","-6.39","-0.26","-6.81","-4.04","1036.72"
"2.0300293","-20.01","-12.40","-13.81","-2.26","-6.44","0.42","1036.77"
"2.079956","-20.01","9.06","-6.32","3.79","-0.85","4.19","1036.82"
"2.130005","-20.01","-20.01","20.01","3.41","13.88","9.59","1036.87"
"2.1900635","-20.01","20.01","8.98","5.70","19.71","10.06","1036.93"
"2.2399902","20.01","-20.01","-19.97","37.75","3.08","-6.23","1036.98"
"2.290039","20.01","18.75","18.32","-11.86","1.65","-8.96","1037.03"
"2.3399658","-12.79","-6.12","15.85","-3.02","-2.10","-6.64","1037.08"
"2.3900146","-3.73","10.83","13.96","-0.96","-3.12","-3.61","1037.13"
"2.4499512","-17.22","-6.32","6.16","0.10","-4.62","-0.84","1037.19"
"2.5","-7.77","-4.28","6.20","-3.52","-2.40","-0.16","1037.24"
"2.5500488","-14.44","4.35","5.18","-2.23","-1.89","0.43","1037.29"
"2.5999756","-8.47","-7.06","-2.12","-2.81","-1.46","0.94","1037.34"
"2.6500244","20.01","20.01","20.01","-7.55","2.50","2.46","1037.39"
"2.6999512","-16.79","-19.77","-6.79","4.86","-1.97","-1.64","1037.44"
"2.7600098","-13.02","8.32","1.18","-4.84","0.34","0.32","1037.50"
"2.8100586","-9.02","7.69","-0.75","0.15","-0.07","0.33","1037.55"
"2.8599854","-15.97","-16.59","5.57","1.96","-0.03","0.36","1037.60"
"2.9100342","-8.39","-0.59","0.90","-1.18","0.52","0.52","1037.65"
"2.9699707","-11.41","4.00","-0.12","0.02","0.56","0.74","1037.71"
"3.0200195","-10.90","-1.80","-0.24","1.60","0.64","0.75","1037.76"
"3.0700684","-11.41","-0.82","-3.92","0.59","0.61","0.80","1037.81"
"3.119995","-12.20","8.90","-8.59","0.13","0.72","0.74","1037.86"
"3.170044","-10.51","4.43","-2.67","2.16","0.35","0.38","1037.91"
"3.2299805","-7.73","2.28","-0.90","1.63","-0.56","-0.59","1037.97"
