"Time [sec]","ACC X","ACC Y","ACC Z","GYRO X","GYRO Y","GYRO Z","FSR"
"0.0","-10.16","2.51","-0.24","-0.12","0.10","0.00","1013.42"
"0.049987793","-10.32","2.28","-0.27","0.00","0.07","-0.03","1013.47"
"0.11004639","-10.08","1.80","-0.24","-0.02","0.05","-0.03","1013.53"
"0.16003418","-10.36","1.96","0.04","-0.02","0.04","-0.04","1013.58"
"0.21002197","-10.16","1.33","-0.08","-0.02","0.05","0.00","1013.63"
"0.26000977","-10.20","2.43","0.00","-0.07","0.06","-0.01","1013.68"
"0.30999756","-10.32","1.88","-0.08","0.06","0.05","-0.03","1013.73"
"0.3600464","-10.20","1.80","-0.16","-0.01","0.03","-0.01","1013.78"
"0.42004395","-10.24","2.00","-0.16","-0.03","0.02","-0.01","1013.84"
"0.47003174","-10.24","1.49","0.04","0.03","0.02","-0.01","1013.89"
"0.52001953","-10.24","1.73","0.04","-0.05","0.04","0.02","1013.94"
"0.5700073","-10.28","2.16","-0.08","-0.04","0.03","0.02","1013.99"
"0.6199951","-10.20","1.84","-0.08","-0.03","0.02","0.02","1014.04"
"0.6799927","-10.16","2.08","0.08","-0.05","0.02","0.02","1014.10"
"0.7300415","-10.32","2.12","-0.86","-0.12","-0.03","0.01","1014.15"
"0.7800293","-10.00","5.06","-0.98","-0.09","-0.12","-0.12","1014.20"
"0.8300171","-10.94","3.26","0.67","0.79","-0.28","-0.67","1014.25"
"0.89001465","-10.20","-0.43","1.96","0.52","-0.39","-1.03","1014.31"
"0.94000244","-8.47","0.86","2.82","0.93","-0.66","-1.88","1014.36"
"0.98999023","-8.16","-8.75","3.77","1.59","-1.73","-2.19","1014.41"
"1.0400391","-7.10","0.35","4.28","0.14","-1.29","-2.19","1014.46"
"1.0900269","-4.28","-2.82","4.31","2.18","-0.92","-1.29","1014.51"
"1.1400146","-14.59","-7.18","0.51","1.00","0.55","0.57","1014.56"
"1.2000122","-12.83","7.02","-3.33","-0.04","0.21","-0.29","1014.62"
"1.25","-9.26","-0.35","4.51","0.24","-0.57","-0.66","1014.67"
"1.2999878","-10.67","-5.77","3.53","0.68","-0.61","-0.81","1014.72"
"1.3500366","1.22","-20.01","8.87","1.10","-0.30","0.56","1014.77"
"1.4100342","-20.01","-2.47","14.44","-0.33","0.27","2.06","1014.83"
"1.460022","-17.69","20.01","6.59","-0.70","-0.53","2.22","1014.88"
"1.5100098","2.00","-4.98","11.22","-3.20","-3.97","-1.35","1014.93"
"1.5599976","-14.36","1.29","6.75","-0.45","-6.79","-6.01","1014.98"
"1.6100464","-20.01","-14.12","-15.57","-1.00","-7.95","-3.67","1015.03"
"1.670044","-20.01","19.02","-6.98","-3.72","-3.44","-0.89","1015.09"
"1.7200317","-20.01","-20.01","11.81","7.20","7.27","6.18","1015.14"
"1.7700195","-20.01","-20.01","20.01","2.28","16.73","7.02","1015.19"
"1.8200073","-20.01","20.01","20.01","15.47","17.66","0.35","1015.24"
"1.8699951","-19.73","-17.85","20.01","-12.40","1.67","-8.24","1015.29"
"1.920044","4.35","20.01","20.01","-6.72","-0.85","-6.71","1015.34"
"1.9800415","-7.57","2.00","15.38","-3.48","-2.90","-4.66","1015.40"
"2.0300293","-8.67","-3.57","12.83","-2.87","-3.42","-2.48","1015.45"
"2.080017","-16.71","0.24","8.83","-3.14","-2.97","-1.35","1015.50"
"2.130005","-10.43","-3.53","6.51","-2.20","-3.18","-1.01","1015.55"
"2.1900024","20.01","20.01","20.01","-6.98","5.15","2.07","1015.61"
"2.2399902","-20.01","-20.01","4.63","1.86","-2.08","-2.35","1015.66"
"2.290039","-8.71","10.47","1.41","-0.91","0.24","1.28","1015.71"
"2.3400269","-12.71","-4.16","-5.14","1.90","-0.26","-0.19","1015.76"
"2.3900146","-7.69","-3.53","-1.41","-0.01","0.30","0.54","1015.81"
"2.4500122","-10.40","5.33","-2.71","-1.55","0.29","0.33","1015.87"
"2.5","-9.45","-0.82","-2.08","0.10","0.16","0.21","1015.92"
"2.5499878","-10.12","0.86","-1.84","-0.82","0.18","0.24","1015.97"
"2.6000366","-10.43","2.20","-2.16","-0.27","0.14","0.14","1016.02"
"2.6500244","-10.36","-0.16","-0.90","0.18","0.31","0.26","1016.07"
"2.7000122","-10.90","1.22","-1.29","0.62","0.36","0.40","1016.12"
"2.7600098","-10.55","2.28","-2.35","1.10","0.28","0.50","1016.18"
"2.8099976","-11.02","5.81","-1.45","1.73","0.14","0.39","1016.23"
"2.8600464","-12.12","-1.61","-1.65","1.76","-0.20","0.02","1016.28"
"2.9100342","-10.63","-4.16","0.78","-0.33","-0.39","-0.24","1016.33"
