"Time [sec]","ACC X","ACC Y","ACC Z","GYRO X","GYRO Y","GYRO Z","FSR"
"0.0","-10.04","-1.33","1.49","0.42","0.15","0.05","730.13"
"0.049987793","-10.87","-1.02","0.82","0.15","0.14","0.15","730.18"
"0.099975586","-10.24","-0.24","1.22","-0.05","0.10","0.06","730.23"
"0.15002441","-10.32","-1.14","1.65","-0.01","0.04","0.05","730.28"
"0.2000122","-10.63","-0.63","1.26","-0.14","0.04","0.03","730.33"
"0.25","-9.85","1.49","0.90","-0.05","0.02","-0.38","730.38"
"0.30999756","-11.53","-0.90","1.10","0.38","-0.02","-0.52","730.44"
"0.35998535","-11.53","-1.06","0.71","0.29","0.11","-0.71","730.49"
"0.40997314","-10.51","-1.96","0.75","0.47","0.11","-0.78","730.54"
"0.46002197","-10.00","-2.55","1.02","-0.13","-0.11","-0.69","730.59"
"0.51000977","-8.71","-0.98","1.02","-0.61","-0.17","-0.52","730.64"
"0.5700073","-8.90","-2.28","1.06","-0.53","-0.26","-0.24","730.70"
"0.6199951","-9.14","-1.77","1.22","-0.82","-0.23","-0.07","730.75"
"0.6699829","-9.57","-1.53","1.22","-0.70","-0.21","0.05","730.80"
"0.7199707","-9.14","-1.41","1.37","-0.20","-0.10","0.03","730.85"
"0.77001953","-10.28","-3.77","0.51","-0.45","0.12","-0.11","730.90"
"0.8300171","-8.32","-3.49","-0.12","-0.39","0.20","-0.51","730.96"
"0.8800049","-7.49","0.35","1.26","-0.17","0.25","-1.35","731.01"
"0.9299927","-17.06","-11.96","3.22","-0.54","-1.02","-0.78","731.06"
"0.97998047","1.26","-7.45","4.47","-0.11","0.10","-1.21","731.11"
"1.0299683","-8.08","-9.81","3.80","-0.69","-0.24","-0.40","731.16"
"1.0899658","-17.42","-16.24","7.65","0.64","-0.31","0.61","731.22"
"1.1400146","-20.01","20.01","11.45","2.37","-0.14","0.82","731.27"
"1.1900024","3.53","-20.01","-2.08","1.60","-2.81","-2.12","731.32"
"1.2399902","-18.99","-19.46","4.39","-1.34","-6.57","-7.67","731.37"
"1.289978","-20.01","20.01","-6.12","-5.50","-4.97","-6.99","731.42"
"1.3499756","-20.01","-20.01","3.88","6.88","-1.08","-1.56","731.48"
"1.4000244","-9.92","13.18","-7.18","-1.79","9.47","9.97","731.53"
"1.4500122","-20.01","-20.01","20.01","9.00","15.21","18.52","731.58"
"1.5","-20.01","20.01","13.85","0.23","14.91","7.26","731.63"
"1.5499878","-6.83","-20.01","20.01","7.51","6.31","-1.92","731.68"
"1.6099854","-16.24","20.01","20.01","-7.63","3.12","4.89","731.74"
"1.6599731","-3.37","-20.01","7.45","5.29","1.85","-0.29","731.79"
"1.710022","-4.79","13.81","12.16","-4.14","-0.05","1.01","731.84"
"1.7600098","0.39","-14.95","6.63","1.30","-1.74","-0.83","731.89"
"1.8200073","-8.63","6.24","4.28","-2.44","-2.73","-0.34","731.95"
"1.8699951","-12.36","-0.67","1.02","0.69","-3.63","-2.53","732.00"
"1.9199829","-20.01","-4.79","2.98","-1.34","-5.10","-3.73","732.05"
"1.9699707","-20.01","-3.80","2.04","-2.23","-5.44","-5.00","732.10"
"2.0200195","-20.01","-6.90","5.30","-1.75","-5.54","-5.49","732.15"
"2.080017","-20.01","-7.49","6.08","-2.08","-4.90","-5.59","732.21"
"2.1799927","-18.83","-3.73","1.10","-2.51","-2.17","-2.78","732.31"
"2.2299805","-20.01","20.01","-12.36","-2.78","0.94","2.49","732.36"
"2.2799683","-8.87","-1.02","6.32","2.47","2.45","0.42","732.41"
"2.330017","-11.73","4.43","-0.24","-3.51","1.18","0.21","732.46"
"2.3900146","-9.81","-12.40","1.22","2.25","0.49","1.06","732.52"
"2.4400024","-7.57","-1.77","2.67","-1.07","0.73","1.13","732.57"
"2.4899902","-9.22","-1.02","-0.51","0.05","0.43","1.03","732.62"
"2.539978","-9.89","-2.51","-0.20","-0.10","0.26","0.85","732.67"
"2.5999756","-10.00","1.61","-0.90","-0.22","0.15","0.51","732.73"
"2.6500244","-10.36","-1.57","-0.35","-0.17","-0.01","0.13","732.78"
