"Time [sec]","ACC X","ACC Y","ACC Z","GYRO X","GYRO Y","GYRO Z","FSR"
"0.0","-10.67","10.83","-0.39","0.11","0.35","0.74","1309.98"
"0.050048828","-9.57","3.22","-1.06","2.39","0.04","-0.81","1310.03"
"0.099975586","-10.90","-0.16","-0.39","0.90","-0.19","-0.89","1310.08"
"0.15002441","-11.18","4.31","0.39","0.03","-0.57","-2.39","1310.13"
"0.20007324","-7.22","2.63","2.98","2.10","-0.80","-1.71","1310.18"
"0.26000977","-7.88","-5.02","3.57","1.14","-1.17","-2.02","1310.24"
"0.3100586","-4.51","-3.33","5.18","-0.13","-1.18","-1.92","1310.29"
"0.35998535","1.06","-1.53","5.33","0.47","-0.80","-1.88","1310.34"
"0.41003418","9.96","-5.10","14.47","4.28","0.61","0.32","1310.39"
"0.4699707","-4.00","-7.96","5.81","-1.59","1.00","0.39","1310.45"
"0.52001953","-20.01","0.63","13.45","-0.30","-0.27","1.08","1310.50"
"0.57006836","-20.01","-20.01","6.67","2.95","0.56","0.73","1310.55"
"0.6199951","-14.79","20.01","2.98","-2.15","-1.28","3.98","1310.60"
"0.67004395","-11.77","16.87","17.97","-4.74","-5.75","-5.39","1310.65"
"0.72998047","-17.81","-11.30","0.31","-0.79","-7.54","-7.18","1310.71"
"0.7800293","-20.01","0.27","-14.16","-1.52","-8.27","-5.81","1310.76"
"0.8300781","-20.01","5.06","-11.69","3.33","-4.83","-1.11","1310.81"
"0.8800049","-20.01","-20.01","11.89","3.04","8.08","8.85","1310.86"
"0.9300537","-17.61","-20.01","20.01","-1.48","15.64","17.75","1310.91"
"0.97998047","-20.01","20.01","20.01","30.48","16.61","6.64","1310.96"
"1.0400391","-20.01","18.28","20.01","-12.03","2.00","-17.13","1311.02"
"1.0899658","-10.90","18.16","12.79","-7.13","-2.70","-8.66","1311.07"
"1.1400146","4.71","-8.71","20.01","-1.38","-4.79","-3.90","1311.12"
"1.1900635","-20.01","-4.86","10.04","-3.25","-3.62","-1.89","1311.17"
"1.25","-4.08","12.04","14.16","-0.73","-1.65","-1.24","1311.23"
"1.3000488","-20.01","-20.01","-20.01","-2.46","-1.19","-0.76","1311.28"
"1.3499756","9.34","14.91","17.77","-5.53","-1.16","1.50","1311.33"
"1.4000244","-20.01","-6.98","1.10","1.81","-0.45","-1.68","1311.38"
"1.4500732","-5.37","-8.59","3.30","0.96","-0.06","0.87","1311.43"
"1.5100098","-12.32","-2.28","-2.35","-1.77","-0.01","0.24","1311.49"
"1.5600586","-9.53","4.04","-0.71","-1.21","0.25","0.43","1311.54"
"1.6099854","-11.10","2.39","0.20","0.79","0.29","0.38","1311.59"
"1.6600342","-10.51","-4.63","-0.86","0.52","0.38","0.38","1311.64"
"1.7099609","-10.71","1.96","-0.55","0.37","0.59","0.55","1311.69"
"1.7600098","-10.75","2.75","-0.43","1.36","0.61","0.71","1311.74"
"1.8200684","-10.40","-0.39","-2.47","1.42","0.30","0.65","1311.80"
"1.8699951","-10.79","1.37","-4.79","-0.20","0.18","0.39","1311.85"
"1.920044","-10.08","5.77","-3.30","0.77","0.20","-0.16","1311.90"
"1.9699707","-9.61","-2.90","-0.98","1.14","-0.78","-0.56","1311.95"
"2.0300293","-9.85","-0.86","1.18","-0.21","-1.27","-1.10","1312.01"
"2.0800781","-9.57","-1.69","1.45","-0.60","-1.66","-0.95","1312.06"
"2.130005","-9.96","2.20","2.63","-0.54","-1.62","-1.08","1312.11"
"2.1800537","-9.61","-0.55","3.37","0.83","-1.58","-0.85","1312.16"
"2.2299805","-9.69","-3.22","3.33","1.14","-1.23","-0.46","1312.21"
