"Time [sec]","ACC X","ACC Y","ACC Z","GYRO X","GYRO Y","GYRO Z","FSR"
"0.0","-8.39","0.63","2.59","-0.48","1.72","1.60","1281.69"
"0.050048828","-7.92","-3.77","2.04","0.07","0.39","0.30","1281.74"
"0.100097656","-17.18","7.57","-2.94","-1.88","-0.32","-0.43","1281.79"
"0.16003418","-8.59","0.27","-0.55","-2.03","-0.46","-0.62","1281.85"
"0.21008301","-9.96","0.24","2.94","0.22","0.04","-0.49","1281.90"
"0.26000977","-10.16","-2.55","2.82","1.14","-0.02","-0.32","1281.95"
"0.3100586","-11.30","-3.88","0.08","0.50","0.07","-0.31","1282.00"
"0.36010742","-9.81","-1.22","0.35","-0.00","0.21","0.00","1282.05"
"0.42004395","-10.83","-1.06","-1.06","-0.61","0.17","-0.02","1282.11"
"0.47009277","-10.24","-0.20","-0.31","0.01","0.14","0.01","1282.16"
"0.52001953","-10.12","-0.35","-1.45","0.13","0.06","-0.05","1282.21"
"0.57006836","-10.20","0.86","-1.14","0.39","0.01","-0.13","1282.26"
"0.6201172","-10.16","-1.37","-0.90","0.36","-0.19","-0.21","1282.31"
"0.6800537","-9.96","0.39","-1.06","0.04","-0.33","-0.29","1282.37"
"0.73010254","-9.96","0.24","-1.45","0.00","-0.55","-0.59","1282.42"
"0.7800293","-10.00","2.08","-1.22","-0.36","-0.80","-0.89","1282.47"
"0.8300781","-11.10","0.35","-0.31","0.42","-1.16","-1.30","1282.52"
"0.8800049","-17.14","2.86","-1.06","0.50","-1.77","-1.67","1282.57"
"0.9400635","-17.57","0.20","-2.08","-0.71","-2.86","-1.82","1282.63"
"0.9901123","-15.02","-20.01","1.53","-0.99","-3.28","0.28","1282.68"
"1.0400391","-18.08","3.92","6.08","-5.05","-1.51","1.35","1282.73"
"1.0900879","-15.53","4.39","1.84","-0.81","0.94","3.78","1282.78"
"1.1400146","-17.53","-11.06","4.24","1.12","4.78","8.08","1282.83"
"1.2000732","-14.40","-20.01","13.34","1.97","5.63","8.28","1282.89"
"1.25","-20.01","14.67","-7.61","-4.52","4.24","9.83","1282.94"
"1.3000488","-2.43","11.49","-4.47","2.12","3.18","5.34","1282.99"
"1.3500977","-2.55","-17.57","4.55","1.73","0.40","-0.40","1283.04"
"1.4000244","-5.45","-1.22","5.53","-3.53","-0.65","-1.30","1283.09"
"1.460083","-1.80","1.33","2.35","-2.58","-1.25","-1.31","1283.15"
"1.5100098","2.94","-3.18","2.43","0.10","-0.84","-1.18","1283.20"
"1.5600586","-3.10","-4.63","2.98","0.64","-0.65","-0.86","1283.25"
"1.6101074","-7.65","-4.86","4.67","-0.06","-0.39","-1.00","1283.30"
"1.6600342","-15.73","0.35","2.86","-0.19","-0.32","-0.81","1283.35"
"1.7200928","-17.85","4.71","-3.22","-1.70","-1.30","-1.36","1283.41"
"1.7700195","-17.34","8.36","-0.86","-0.19","-2.15","-4.14","1283.46"
"1.8200684","-20.01","-1.96","1.29","0.50","-3.03","-5.27","1283.51"
"1.8701172","-18.71","-0.71","2.86","1.23","-3.13","-5.80","1283.56"
"1.920044","-18.08","4.79","1.88","1.73","-3.05","-5.84","1283.61"
"1.9801025","-9.45","-7.77","3.88","3.20","-1.79","-4.82","1283.67"
"2.0300293","-13.65","-11.49","-1.14","1.63","-0.39","-2.26","1283.72"
"2.0800781","-14.08","-2.20","-2.79","0.03","0.94","-1.05","1283.77"
"2.130005","-10.20","1.57","-2.20","1.31","1.52","-0.04","1283.82"
"2.1800537","-10.43","-3.49","-0.31","1.92","1.69","0.63","1283.87"
"2.2401123","-8.71","-4.59","3.92","1.41","2.02","0.64","1283.93"
"2.290039","-9.22","-3.49","5.65","1.62","1.50","-0.59","1283.98"
"2.340088","-10.00","-0.71","8.24","0.86","1.59","0.48","1284.03"
"2.3900146","-11.22","-9.41","2.20","-0.78","1.18","0.89","1284.08"
"2.4400635","-13.38","7.96","2.12","-2.60","1.44","0.81","1284.13"
"2.5","-10.43","-2.71","-5.96","-0.04","0.64","0.59","1284.19"
"2.5500488","-9.10","-2.08","-1.57","-0.09","0.38","0.28","1284.24"
"2.6000977","-10.12","-1.10","0.39","-0.20","0.22","0.15","1284.29"
"2.6500244","-9.89","-3.22","0.75","0.28","0.08","0.20","1284.34"
"2.7000732","-10.20","-1.33","0.98","-0.03","0.08","0.18","1284.39"
"2.7600098","-10.75","-2.75","-0.31","0.21","0.01","0.26","1284.45"
"2.8100586","-10.00","-1.33","1.73","0.19","0.05","0.19","1284.50"
"2.8601074","-10.08","-2.08","0.43","0.07","0.02","0.21","1284.55"
"2.9100342","-10.16","-0.43","0.39","0.05","-0.04","0.14","1284.60"
"2.960083","-9.96","-0.20","-0.12","-0.08","-0.14","-0.09","1284.65"
"3.0200195","-10.20","-1.29","0.43","0.02","-0.23","-0.20","1284.71"
"3.0700684","-10.16","-1.96","1.77","0.29","-0.21","-0.16","1284.76"
"3.1201172","-9.92","-1.26","0.90","0.37","-0.24","-0.17","1284.81"
