"Time [sec]","ACC X","ACC Y","ACC Z","GYRO X","GYRO Y","GYRO Z","FSR"
"0.0","-10.20","-0.12","0.27","0.14","0.03","0.11","1934.45"
"0.050048828","-10.51","0.00","0.35","0.10","0.01","0.08","1934.50"
"0.100097656","-10.36","0.08","0.20","0.06","-0.02","0.08","1934.55"
"0.15002441","-10.51","0.27","0.35","0.06","-0.07","0.04","1934.60"
"0.20007324","-10.16","-0.04","0.51","0.05","-0.10","0.04","1934.65"
"0.25","-10.28","0.08","0.63","-0.01","-0.15","0.02","1934.70"
"0.3100586","-10.24","-0.04","0.47","-0.01","-0.17","-0.31","1934.76"
"0.36010742","-10.32","1.10","0.20","-0.13","-0.22","-0.06","1934.81"
"0.41003418","-10.24","0.51","-0.39","-0.13","-0.38","-0.23","1934.86"
"0.460083","-10.67","2.47","-2.04","-0.56","-0.67","-0.58","1934.91"
"0.52001953","-13.73","0.35","-0.94","-0.99","-0.89","-1.11","1934.97"
"0.57006836","-12.32","-1.26","1.88","0.52","-1.12","-1.19","1935.02"
"0.6199951","-10.16","-3.96","5.37","0.87","-0.62","-1.10","1935.07"
"0.67004395","-8.32","-6.86","2.08","-0.73","0.20","-0.41","1935.12"
"0.7200928","-8.67","3.53","3.92","-2.19","1.12","-0.01","1935.17"
"0.77001953","-9.65","-0.12","2.39","0.31","1.23","0.47","1935.22"
"0.8300781","-11.06","-2.35","1.61","0.41","1.86","0.78","1935.28"
"0.8800049","-8.75","2.51","3.18","3.19","2.18","0.14","1935.33"
"0.9300537","-9.41","-8.51","2.28","3.03","1.47","-0.04","1935.38"
"0.98010254","-6.98","-2.28","2.47","0.48","0.43","-0.05","1935.43"
"1.0300293","-7.81","-3.80","3.02","-1.25","-0.72","0.21","1935.48"
"1.0900879","-5.92","-2.79","3.92","-1.86","-1.33","0.14","1935.54"
"1.1400146","-7.10","-8.39","-1.96","-2.03","-1.70","0.18","1935.59"
"1.1900635","-15.81","12.47","-2.98","-1.10","0.52","-0.31","1935.64"
"1.2399902","-16.71","-10.75","-0.16","-1.28","-1.03","-0.40","1935.69"
"1.3000488","-8.43","-3.57","3.57","-0.20","-0.55","-0.44","1935.75"
"1.3500977","-10.04","-6.08","2.51","-0.16","-0.27","-0.36","1935.80"
"1.4000244","-11.57","-2.08","2.67","-0.18","-0.24","-0.04","1935.85"
"1.4500732","-10.63","-2.63","2.20","-0.10","-0.13","0.13","1935.90"
"1.5","-10.47","-1.33","1.02","0.48","-0.10","0.09","1935.95"
"1.5600586","-11.26","2.20","-1.49","0.76","-0.17","-0.20","1936.01"
"1.6101074","-11.38","8.20","0.12","1.49","-0.30","-0.89","1936.06"
"1.6600342","-11.10","-4.35","3.73","2.76","-1.06","-1.85","1936.11"
"1.710083","-9.18","-8.20","-1.61","3.40","0.27","-1.86","1936.16"
"1.7600098","-12.36","-8.90","2.47","2.76","2.24","1.15","1936.21"
"1.8200684","-8.12","-0.20","5.49","0.24","3.26","0.46","1936.27"
"1.8699951","-5.02","-6.24","10.51","1.17","0.77","0.55","1936.32"
"1.920044","-5.14","-3.26","8.83","-2.04","-1.62","1.05","1936.37"
"1.9700928","-7.30","1.22","6.47","-2.29","-2.93","0.54","1936.42"
"2.0200195","-9.57","-3.92","5.06","-1.61","-4.00","0.69","1936.47"
"2.0800781","-8.55","0.47","8.51","-3.84","-4.36","1.93","1936.53"
"2.130005","-7.96","0.78","4.51","-4.82","-4.19","2.94","1936.58"
"2.1800537","-14.83","-2.51","6.63","-5.63","-2.92","2.62","1936.63"
"2.2301025","-5.92","10.63","6.67","-2.19","-1.49","1.99","1936.68"
"2.2800293","-20.01","-2.20","9.41","1.61","-0.86","4.55","1936.73"
"2.340088","-11.18","0.20","9.57","-2.36","1.21","5.23","1936.79"
"2.3900146","-9.57","-1.65","-0.63","-0.38","1.88","9.01","1936.84"
"2.4400635","-20.01","20.01","19.93","2.13","4.76","10.84","1936.89"
"2.4899902","-8.39","-14.67","-2.28","5.38","3.47","3.73","1936.94"
"2.540039","-3.80","-5.65","15.22","-0.77","1.56","1.70","1936.99"
"2.6000977","-5.77","-3.49","-4.55","-1.53","1.52","1.17","1937.05"
"2.6500244","-5.96","-3.61","1.49","-0.38","1.69","0.67","1937.10"
"2.7000732","-5.57","-2.51","1.80","-0.38","1.68","-0.07","1937.15"
"2.75","-6.12","-0.94","2.08","-0.32","1.39","-0.88","1937.20"
"2.8000488","-6.90","4.43","1.61","0.24","1.08","-1.80","1937.25"
"2.8601074","-9.73","0.98","2.31","0.74","0.50","-2.54","1937.31"
"2.9100342","-13.06","2.31","1.57","0.02","0.22","-2.63","1937.36"
"2.960083","-12.63","3.73","0.55","0.71","0.29","-2.58","1937.41"
